Reusing 7000 files from subspace_big/sample.json (--num-files ignored)
Sampling 7000 files x 12288 tokens = 86,016,000 tokens (352.3 GB fp16 in RAM) | sample fingerprint 82ca602ed7e7
  loaded 100/7000 files (37.9 files/s)
  loaded 200/7000 files (39.0 files/s)
  loaded 300/7000 files (40.8 files/s)
  loaded 400/7000 files (42.6 files/s)
  loaded 500/7000 files (43.4 files/s)
  loaded 600/7000 files (44.8 files/s)
  loaded 700/7000 files (45.8 files/s)
  loaded 800/7000 files (46.7 files/s)
  loaded 900/7000 files (47.2 files/s)
  loaded 1000/7000 files (48.1 files/s)
  loaded 1100/7000 files (48.8 files/s)
  loaded 1200/7000 files (49.4 files/s)
  loaded 1300/7000 files (50.1 files/s)
  loaded 1400/7000 files (50.5 files/s)
  loaded 1500/7000 files (51.1 files/s)
  loaded 1600/7000 files (45.7 files/s)
  loaded 1700/7000 files (42.2 files/s)
  loaded 1800/7000 files (39.3 files/s)
  loaded 1900/7000 files (37.3 files/s)
  loaded 2000/7000 files (35.5 files/s)
  loaded 2100/7000 files (34.1 files/s)
  loaded 2200/7000 files (32.7 files/s)
  loaded 2300/7000 files (31.7 files/s)
  loaded 2400/7000 files (30.7 files/s)
  loaded 2500/7000 files (30.0 files/s)
  loaded 2600/7000 files (29.3 files/s)
  loaded 2700/7000 files (28.5 files/s)
  loaded 2800/7000 files (27.8 files/s)
  loaded 2900/7000 files (27.3 files/s)
  loaded 3000/7000 files (27.0 files/s)
  loaded 3100/7000 files (26.5 files/s)
  loaded 3200/7000 files (26.2 files/s)
  loaded 3300/7000 files (25.8 files/s)
  loaded 3400/7000 files (25.5 files/s)
  loaded 3500/7000 files (25.3 files/s)
  loaded 3600/7000 files (25.0 files/s)
  loaded 3700/7000 files (24.8 files/s)
  loaded 3800/7000 files (24.6 files/s)
  loaded 3900/7000 files (24.3 files/s)
  loaded 4000/7000 files (24.2 files/s)
  loaded 4100/7000 files (24.0 files/s)
  loaded 4200/7000 files (23.9 files/s)
  loaded 4300/7000 files (23.7 files/s)
  loaded 4400/7000 files (23.5 files/s)
  loaded 4500/7000 files (23.3 files/s)
  loaded 4600/7000 files (23.2 files/s)
  loaded 4700/7000 files (23.1 files/s)
  loaded 4800/7000 files (22.9 files/s)
  loaded 4900/7000 files (22.8 files/s)
  loaded 5000/7000 files (22.8 files/s)
  loaded 5100/7000 files (22.6 files/s)
  loaded 5200/7000 files (22.5 files/s)
  loaded 5300/7000 files (22.5 files/s)
  loaded 5400/7000 files (22.4 files/s)
  loaded 5500/7000 files (22.3 files/s)
  loaded 5600/7000 files (22.2 files/s)
  loaded 5700/7000 files (22.1 files/s)
  loaded 5800/7000 files (22.0 files/s)
  loaded 5900/7000 files (21.9 files/s)
  loaded 6000/7000 files (21.8 files/s)
  loaded 6100/7000 files (21.8 files/s)
  loaded 6200/7000 files (21.7 files/s)
  loaded 6300/7000 files (21.7 files/s)
  loaded 6400/7000 files (21.6 files/s)
  loaded 6500/7000 files (21.5 files/s)
  loaded 6600/7000 files (21.5 files/s)
  loaded 6700/7000 files (21.4 files/s)
  loaded 6800/7000 files (21.3 files/s)
  loaded 6900/7000 files (21.3 files/s)
  loaded 7000/7000 files (21.3 files/s)
iter 31: obj/token=2678.0376  changed=1.1985%  sizes[min/med/max]=222159/649264/1388176  (99.7s)
iter 32: obj/token=2677.8005  changed=1.1595%  sizes[min/med/max]=221891/646359/1388363  (99.0s)
iter 33: obj/token=2677.5760  changed=1.1290%  sizes[min/med/max]=221652/646778/1388315  (105.1s)
iter 34: obj/token=2677.3679  changed=1.0830%  sizes[min/med/max]=221451/648283/1388330  (105.4s)
iter 35: obj/token=2677.1848  changed=1.0348%  sizes[min/med/max]=220864/653187/1388221  (102.3s)
iter 36: obj/token=2677.0249  changed=0.9959%  sizes[min/med/max]=220097/655518/1388220  (98.7s)
iter 37: obj/token=2676.8733  changed=0.9699%  sizes[min/med/max]=219465/656388/1388135  (99.5s)
iter 38: obj/token=2676.7132  changed=0.9528%  sizes[min/med/max]=218948/654074/1388079  (98.3s)
iter 39: obj/token=2676.5466  changed=0.9407%  sizes[min/med/max]=218530/653505/1388031  (100.0s)
iter 40: obj/token=2676.3936  changed=0.9212%  sizes[min/med/max]=218161/652752/1388056  (99.9s)
iter 41: obj/token=2676.2524  changed=0.8981%  sizes[min/med/max]=217922/654194/1388071  (103.3s)
iter 42: obj/token=2676.1153  changed=0.8727%  sizes[min/med/max]=217696/655378/1388160  (96.8s)
iter 43: obj/token=2675.9733  changed=0.8498%  sizes[min/med/max]=217533/656706/1388256  (102.2s)
iter 44: obj/token=2675.8736  changed=0.8265%  sizes[min/med/max]=217378/657734/1388420  (99.8s)
iter 45: obj/token=2675.7417  changed=0.8058%  sizes[min/med/max]=217286/658891/1388574  (99.1s)
iter 46: obj/token=2675.6503  changed=0.7918%  sizes[min/med/max]=217207/659578/1388703  (110.0s)
iter 47: obj/token=2675.5228  changed=0.7803%  sizes[min/med/max]=217148/660271/1388759  (97.9s)
iter 48: obj/token=2675.4070  changed=0.7637%  sizes[min/med/max]=217101/661102/1388789  (104.7s)
iter 49: obj/token=2675.3047  changed=0.7487%  sizes[min/med/max]=217187/661708/1388767  (110.8s)
iter 50: obj/token=2675.2042  changed=0.7350%  sizes[min/med/max]=217440/662764/1388703  (96.1s)
iter 51: obj/token=2675.0998  changed=0.7245%  sizes[min/med/max]=218074/663124/1388669  (101.5s)
iter 52: obj/token=2674.9974  changed=0.7117%  sizes[min/med/max]=218285/663923/1388596  (117.0s)
iter 53: obj/token=2674.9093  changed=0.6895%  sizes[min/med/max]=218046/664597/1388480  (98.5s)
iter 54: obj/token=2674.8129  changed=0.6751%  sizes[min/med/max]=217828/665057/1388403  (105.2s)
iter 55: obj/token=2674.7254  changed=0.6598%  sizes[min/med/max]=217690/665461/1388314  (106.5s)
iter 56: obj/token=2674.6308  changed=0.6477%  sizes[min/med/max]=217603/665232/1388264  (105.3s)
iter 57: obj/token=2674.5533  changed=0.6363%  sizes[min/med/max]=217568/666308/1388224  (109.9s)
iter 58: obj/token=2674.4821  changed=0.6250%  sizes[min/med/max]=217676/666374/1388175  (100.5s)
iter 59: obj/token=2674.4133  changed=0.6159%  sizes[min/med/max]=217966/666842/1388181  (100.3s)
iter 60: obj/token=2674.3382  changed=0.6092%  sizes[min/med/max]=218547/667188/1388192  (100.6s)
iter 61: obj/token=2674.2470  changed=0.6031%  sizes[min/med/max]=219487/667356/1388220  (100.5s)
iter 62: obj/token=2674.1773  changed=0.5942%  sizes[min/med/max]=220655/668233/1388265  (107.3s)
iter 63: obj/token=2674.1111  changed=0.5844%  sizes[min/med/max]=221405/668795/1388292  (106.7s)
iter 64: obj/token=2674.0473  changed=0.5722%  sizes[min/med/max]=221682/669564/1388342  (107.1s)
iter 65: obj/token=2673.9758  changed=0.5637%  sizes[min/med/max]=221842/670709/1388419  (106.6s)
iter 66: obj/token=2673.9107  changed=0.5579%  sizes[min/med/max]=221883/671596/1388467  (111.1s)
iter 67: obj/token=2673.8575  changed=0.5549%  sizes[min/med/max]=221871/672573/1388515  (100.6s)
iter 68: obj/token=2673.7941  changed=0.5487%  sizes[min/med/max]=221830/673956/1388608  (105.7s)
iter 69: obj/token=2673.7358  changed=0.5437%  sizes[min/med/max]=221820/673966/1388696  (108.4s)
iter 70: obj/token=2673.6781  changed=0.5394%  sizes[min/med/max]=221831/673968/1388768  (108.0s)
iter 71: obj/token=2673.6129  changed=0.5348%  sizes[min/med/max]=221903/674534/1388802  (106.9s)
iter 72: obj/token=2673.5715  changed=0.5323%  sizes[min/med/max]=221991/674887/1388850  (113.8s)
iter 73: obj/token=2673.5176  changed=0.5303%  sizes[min/med/max]=222065/675597/1388889  (124.7s)
iter 74: obj/token=2673.4494  changed=0.5264%  sizes[min/med/max]=222165/675441/1388951  (104.8s)
iter 75: obj/token=2673.4102  changed=0.5226%  sizes[min/med/max]=222249/675198/1389015  (117.7s)
iter 76: obj/token=2673.3374  changed=0.5215%  sizes[min/med/max]=222394/669820/1389009  (112.2s)
iter 77: obj/token=2673.2868  changed=0.5172%  sizes[min/med/max]=222592/665370/1389012  (110.1s)
iter 78: obj/token=2673.2245  changed=0.5118%  sizes[min/med/max]=222823/666741/1389023  (118.6s)
iter 79: obj/token=2673.1667  changed=0.5074%  sizes[min/med/max]=223071/668290/1389019  (110.1s)
iter 80: obj/token=2673.1119  changed=0.5004%  sizes[min/med/max]=223405/669935/1389035  (113.5s)
iter 81: obj/token=2673.0523  changed=0.4946%  sizes[min/med/max]=223743/671495/1389072  (107.8s)
iter 82: obj/token=2673.0107  changed=0.4874%  sizes[min/med/max]=224090/671052/1389079  (108.0s)
iter 83: obj/token=2672.9520  changed=0.4810%  sizes[min/med/max]=224490/670370/1389100  (118.1s)
iter 84: obj/token=2672.9215  changed=0.4774%  sizes[min/med/max]=224818/669601/1389097  (101.8s)
iter 85: obj/token=2672.8510  changed=0.4772%  sizes[min/med/max]=225083/668915/1389071  (108.4s)
iter 86: obj/token=2672.8049  changed=0.4798%  sizes[min/med/max]=225522/668362/1389056  (111.2s)
iter 87: obj/token=2672.7403  changed=0.4835%  sizes[min/med/max]=226222/667876/1389021  (115.2s)
iter 88: obj/token=2672.6803  changed=0.4874%  sizes[min/med/max]=227225/667261/1389000  (104.5s)
iter 89: obj/token=2672.6043  changed=0.4924%  sizes[min/med/max]=228213/666650/1388970  (105.1s)
iter 90: obj/token=2672.5378  changed=0.4948%  sizes[min/med/max]=228632/666025/1388942  (120.1s)
iter 91: obj/token=2672.4672  changed=0.4923%  sizes[min/med/max]=228674/665459/1388902  (98.3s)
iter 92: obj/token=2672.3952  changed=0.4895%  sizes[min/med/max]=228686/665087/1388927  (121.4s)
iter 93: obj/token=2672.3175  changed=0.4849%  sizes[min/med/max]=228749/664772/1388933  (96.9s)
iter 94: obj/token=2672.2410  changed=0.4726%  sizes[min/med/max]=228846/664342/1388934  (120.0s)
iter 95: obj/token=2672.1894  changed=0.4527%  sizes[min/med/max]=229016/663963/1388917  (103.4s)
iter 96: obj/token=2672.1242  changed=0.4420%  sizes[min/med/max]=229230/663666/1388946  (103.7s)
iter 97: obj/token=2672.0853  changed=0.4290%  sizes[min/med/max]=229527/663356/1388945  (104.7s)
iter 98: obj/token=2672.0474  changed=0.4070%  sizes[min/med/max]=229840/662994/1388956  (105.7s)
iter 99: obj/token=2672.0163  changed=0.3896%  sizes[min/med/max]=230208/662617/1388976  (106.4s)
iter 100: obj/token=2671.9923  changed=0.3737%  sizes[min/med/max]=230634/662411/1388995  (105.3s)
final: obj/token=2671.9415  changed=0.3614%
Saved model.pt + assignments.pt to subspace_big_i100/
Explained variance ratio (top-32): min=0.438 median=0.495 max=0.657
Total wall time: 174.2 min
Report written to subspace_big_i100/report.md (302 lines)
